surface_m2,nb_pieces,nb_chambres,arrondissement,etage,nb_etages_immeuble,annee_construction,balcon,terrasse,parking,cave,ascenseur,renovation_recente,distance_metro_m,prix
27,3,2,12,1,3,1859,0,0,1,0,0,0,194,312679
161,5,4,7,0,3,1872,0,0,1,0,0,0,82,2281772
88,1,0,11,6,8,1854,1,0,0,1,1,0,316,972116
42,4,3,10,0,3,1931,0,0,1,1,1,1,427,561096
65,2,1,3,5,8,1968,0,0,1,1,1,0,605,784127
50,4,3,7,5,8,1855,1,0,0,0,1,1,311,810631
55,5,4,4,4,7,1974,0,1,1,1,1,1,527,801314
113,2,1,8,2,3,2019,0,0,0,1,0,0,310,1968871
38,2,1,8,6,7,1896,1,0,1,0,1,0,168,583967
90,4,3,6,6,7,1877,0,1,1,0,1,1,405,1575284
116,3,2,13,3,5,1862,1,0,0,1,1,0,350,1068684
82,3,2,12,1,3,1874,1,0,0,1,0,1,169,1158701
56,3,2,3,2,5,1856,0,0,0,1,0,0,330,509253
41,2,1,6,1,3,1929,1,0,0,1,0,1,242,622658
43,4,3,19,3,5,1915,1,0,0,1,1,0,268,404854
66,2,1,11,6,9,1885,0,1,1,1,1,1,118,776131
63,5,4,4,5,6,1851,1,0,1,0,1,0,121,737483
96,2,1,15,5,8,1962,0,0,1,1,1,0,386,1300801
30,4,3,2,3,5,1887,0,1,0,0,1,0,96,310375
113,2,1,15,2,5,1863,0,0,0,0,1,0,426,1222222
224,2,1,17,5,7,2004,0,0,0,1,1,0,119,2798861
59,2,1,2,5,8,1992,0,1,0,1,1,0,256,657627
54,4,3,7,4,6,1934,0,0,0,1,1,1,159,1046642
57,3,2,16,0,3,1989,1,0,0,0,0,0,589,740201
65,5,4,5,4,7,1964,0,0,1,0,0,0,139,872280
52,2,1,16,2,4,2020,0,0,1,0,1,0,246,971982
25,3,2,19,1,3,1946,0,0,0,0,1,1,393,198028
57,4,3,2,4,6,1935,1,0,1,0,1,0,215,611410
67,2,1,15,2,5,1951,0,1,0,0,1,0,375,975190
120,2,1,4,6,7,1931,1,0,0,0,1,0,219,1509472
37,3,2,2,2,3,1893,1,0,1,1,1,1,264,564680
147,2,1,10,4,7,1979,0,0,0,0,1,0,294,1845479
50,2,1,5,6,9,1942,0,0,0,0,1,0,465,616004
40,3,2,18,3,4,2008,0,0,0,0,1,1,728,448479
88,2,1,4,6,9,1954,0,0,0,1,1,0,405,863747
48,4,3,1,5,7,1974,0,0,0,0,1,1,269,595668
60,5,4,18,7,10,1922,0,1,0,0,0,0,300,555269
62,3,2,20,2,3,1921,0,0,1,0,0,0,460,553940
85,3,2,6,1,3,2010,0,0,0,1,1,0,628,911735
59,1,0,20,3,4,1982,0,0,0,0,1,1,834,467060
55,4,3,20,5,6,1927,1,0,1,1,0,0,89,538799
50,2,1,14,3,5,1907,0,1,1,0,1,0,92,683449
80,3,2,10,2,3,1974,0,0,0,1,0,0,325,754895
46,6,5,18,0,3,1860,1,0,0,1,0,0,173,436932
122,3,2,9,2,3,2000,0,0,0,0,0,0,88,1412514
62,4,3,12,5,6,2022,0,0,0,0,1,1,484,726563
27,2,1,10,1,4,1876,0,0,1,1,1,0,854,267982
72,1,0,19,2,3,1905,1,0,1,1,0,0,384,694019
78,4,3,6,0,3,1975,0,0,0,0,0,0,581,830627
123,1,0,14,5,6,1908,0,0,0,0,0,0,428,1381332
42,4,3,8,6,7,1958,0,0,0,0,1,1,80,754380
39,1,0,14,4,7,1889,0,0,0,0,1,0,254,380885
86,4,3,11,0,3,1995,0,0,0,1,0,1,235,923532
111,2,1,16,1,3,1910,1,0,1,1,0,1,625,1943212
41,3,2,20,3,5,1971,0,0,0,0,0,1,386,377223
71,3,2,6,4,5,1955,0,1,0,1,0,0,237,973076
59,3,2,15,3,5,1872,0,0,0,0,1,1,627,822887
42,2,1,15,6,7,1885,1,0,1,0,1,1,512,499102
58,3,2,14,7,8,1887,1,0,1,0,1,0,136,696082
107,2,1,12,1,3,1921,1,0,1,0,0,0,302,1128139
62,2,1,2,1,4,1905,1,1,0,0,1,0,246,793164
56,2,1,8,2,5,2016,0,1,0,0,1,1,131,1330969
84,3,2,19,3,6,1925,1,0,0,1,1,0,125,792889
112,2,1,14,4,7,2005,0,1,1,0,0,0,353,1613588
37,6,5,5,5,7,1956,0,0,0,0,1,0,261,414080
72,3,2,9,1,3,1998,1,0,1,1,0,0,178,1010855
51,2,1,13,5,7,1911,1,0,1,1,1,0,218,445206
63,3,2,9,4,6,1872,0,1,0,0,1,1,435,962101
87,4,3,14,7,10,1998,0,0,0,0,1,0,664,757225
53,1,0,5,4,5,1969,1,0,0,0,1,1,180,788064
59,3,2,2,5,7,1993,0,0,0,0,0,0,261,621779
102,3,2,7,1,3,1914,1,0,0,0,0,1,359,1594666
77,2,1,16,5,8,1957,1,1,0,0,1,0,150,1182737
58,4,3,11,0,3,1929,1,0,1,0,0,0,784,706424
66,2,1,11,4,6,1982,0,0,1,1,1,1,187,905090
63,2,1,12,0,3,2023,0,0,0,0,0,1,129,800151
26,4,3,13,1,3,1913,0,0,1,1,0,0,178,281713
66,3,2,8,1,4,1890,1,0,0,0,0,0,146,1039727
32,5,4,16,0,3,1947,1,0,0,0,0,0,386,523605
111,3,2,1,2,5,2021,0,0,0,1,1,1,82,1584919
32,4,3,13,7,10,1938,1,0,1,0,0,0,379,295761
49,4,3,11,2,5,1955,1,0,0,0,1,0,141,624504
45,1,0,4,5,8,1992,1,0,0,1,0,0,334,536585
134,4,3,4,1,3,1903,0,0,0,1,1,0,290,1477600
108,3,2,15,3,4,1926,0,0,0,1,1,0,121,1391903
22,1,0,3,1,3,1891,0,0,1,0,0,0,302,213193
61,3,2,19,1,4,2023,0,0,0,0,0,0,350,531776
34,1,0,2,0,3,1874,1,0,1,0,1,0,301,356183
67,4,3,6,3,5,1916,0,0,0,0,1,1,134,1022984
86,3,2,8,0,3,2012,1,0,1,0,1,0,583,1402197
70,5,4,17,6,9,1961,1,0,0,1,0,0,651,756514
89,2,1,5,3,6,1922,0,0,0,1,1,0,415,976924
53,3,2,2,6,8,1999,1,0,1,1,1,0,327,699879
71,2,1,12,7,9,1961,0,1,1,1,0,1,234,1088561
88,3,2,5,4,5,1986,1,0,0,0,1,0,147,1279868
48,4,3,10,6,7,2001,0,1,0,1,1,0,476,491718
39,4,3,9,1,3,1872,1,0,0,1,0,0,466,390791
44,4,3,20,6,7,2014,0,0,1,1,1,1,327,429568
57,4,3,8,2,3,2022,1,0,1,0,0,0,473,936838
62,1,0,1,3,6,1864,1,0,0,1,1,0,74,759393
73,2,1,6,4,6,1976,0,1,0,1,1,1,759,1341801
42,3,2,11,6,7,1863,0,0,0,0,1,0,243,422107
89,3,2,3,6,9,1901,0,0,1,0,0,0,172,1068336
152,2,1,15,0,3,1933,0,1,0,0,0,1,391,1600835
45,3,2,11,2,3,1885,1,0,0,1,0,0,468,538206
201,2,1,5,5,8,2004,0,0,0,0,0,0,181,2876385
164,2,1,16,5,6,1994,1,0,1,0,0,0,633,2160385
62,4,3,7,0,3,2018,1,0,0,1,1,0,534,840339
57,2,1,6,3,5,1853,0,0,1,1,1,0,920,777474
43,1,0,9,6,9,1980,0,0,1,0,1,0,634,590508
96,1,0,7,5,7,1868,1,0,1,1,1,0,441,1555486
64,4,3,3,3,4,2018,0,0,0,1,1,0,186,769976
67,6,5,11,5,6,2017,0,0,0,1,1,0,287,763464
40,3,2,12,4,5,1907,0,0,0,1,1,1,265,546867
98,2,1,11,6,8,2016,1,0,0,1,0,1,161,1251165
54,5,4,2,4,5,1856,0,0,1,0,0,0,941,551497
36,3,2,1,3,6,1885,0,0,1,0,1,0,156,500146
59,4,3,2,6,7,1925,0,0,0,1,1,1,123,676652
41,4,3,14,0,3,1997,0,0,0,1,0,0,290,413835
123,2,1,13,6,7,1951,0,0,0,1,1,0,359,1239954
162,3,2,5,4,7,1925,1,0,0,1,0,0,905,1696181
60,2,1,2,7,10,2006,0,0,0,0,1,1,162,768892
106,2,1,19,2,4,1917,1,0,0,0,1,0,164,1027265
105,4,3,17,4,5,1915,0,0,1,0,1,0,498,1173232
20,5,4,11,5,7,1896,0,0,1,1,0,0,518,214015
44,4,3,16,5,8,2000,0,0,0,1,1,0,370,664190
65,3,2,20,1,3,1983,1,0,0,0,0,0,319,602106
49,1,0,18,2,3,1867,1,0,0,0,0,0,377,485131
42,1,0,20,4,5,1871,0,0,0,0,1,0,174,364836
109,2,1,8,3,6,1917,0,0,1,0,1,0,123,2059116
48,3,2,2,5,8,2012,1,0,0,0,1,1,178,728089
73,3,2,17,2,5,1947,0,0,0,1,1,0,162,882753
104,1,0,11,6,9,1858,0,0,0,1,0,0,478,1006122
127,6,5,14,3,6,2008,0,0,0,0,1,1,157,1963046
36,2,1,16,0,3,2020,0,0,0,0,0,0,164,579928
37,4,3,15,0,3,1924,0,0,0,1,1,1,268,455512
69,3,2,15,4,5,1866,0,0,1,1,0,0,297,773260
25,1,0,3,3,5,1900,0,0,0,1,1,0,485,256513
38,4,3,7,3,5,1873,0,0,0,1,1,0,330,472986
116,4,3,12,5,8,1974,1,0,0,0,1,0,115,1083448
85,3,2,3,2,3,1864,0,0,0,1,0,0,130,791426
57,3,2,19,7,10,2005,0,0,0,1,1,0,242,524844
78,1,0,10,7,8,1980,0,0,0,1,0,0,170,816849
88,3,2,8,0,3,2006,1,0,0,0,0,1,206,1642263
31,5,4,16,6,7,1901,0,0,0,1,1,1,113,509553
48,1,0,16,4,5,1903,1,1,1,0,1,1,252,925065
124,2,1,12,3,4,1907,0,0,1,1,1,0,579,1667525
69,5,4,5,4,5,1894,1,0,1,1,0,0,165,879535
72,2,1,20,6,7,1967,0,0,0,1,1,0,112,781075
60,3,2,6,7,9,1926,0,0,0,1,1,1,308,829855
26,3,2,6,4,6,1899,1,0,0,1,0,0,99,364538
45,3,2,8,1,4,1871,0,1,0,1,0,0,206,633815
76,2,1,17,4,5,1901,1,0,1,1,0,0,319,901747
48,2,1,12,0,3,1880,0,0,0,1,0,0,379,406957
36,1,0,14,4,6,1920,0,1,1,0,0,0,181,438299
38,4,3,2,5,6,1939,1,1,0,0,1,0,641,508733
126,4,3,19,2,4,1880,1,1,0,1,1,0,541,1361373
47,3,2,6,0,3,1951,1,0,0,1,0,0,325,659022
112,3,2,18,4,7,1981,0,0,1,0,1,0,524,1097060
72,2,1,4,2,3,2012,1,1,0,0,1,1,245,1324080
54,1,0,5,1,4,1946,0,1,0,0,1,0,250,602002
41,4,3,6,4,5,1916,0,0,0,1,1,0,626,536073
86,3,2,15,7,8,1986,0,0,0,1,1,1,453,863999
104,2,1,6,5,6,2023,1,0,0,0,1,1,270,1965071
91,1,0,8,3,5,1932,0,0,0,1,1,0,202,1553729
32,1,0,9,4,6,1905,1,0,0,1,1,1,216,476991
47,2,1,6,1,4,1875,0,0,0,0,1,0,738,499528
50,4,3,2,5,8,1909,0,0,0,0,0,1,575,589140
25,5,4,16,4,7,1977,0,0,0,0,1,0,235,375593
78,5,4,20,7,9,1976,0,0,0,1,1,0,65,703591
84,5,4,1,7,9,1921,0,0,0,1,1,0,259,1102955
83,5,4,16,2,3,1939,0,1,0,0,0,0,635,1318047
75,3,2,1,7,8,1907,0,0,0,0,1,0,385,753131
52,2,1,1,7,10,1912,0,0,0,0,1,0,681,572800
40,4,3,7,4,5,1969,0,0,1,1,1,0,148,639674
52,2,1,16,2,3,1980,0,0,0,1,0,1,134,970062
72,2,1,17,5,7,1984,0,1,1,0,1,0,328,1040908
118,2,1,16,2,4,1963,0,0,0,1,1,1,395,1662979
64,3,2,16,4,6,1851,0,0,0,1,1,1,456,1069475
63,2,1,6,0,3,2010,0,0,0,0,0,0,229,817520
26,2,1,18,4,6,1989,0,0,1,1,0,0,140,261746
75,3,2,3,7,10,1897,1,1,1,0,1,0,333,1000786
123,4,3,8,1,3,1902,0,0,0,0,0,0,389,1587910
58,3,2,4,5,6,1974,1,0,0,0,0,0,379,592428
56,4,3,4,2,3,2018,1,0,1,1,0,0,356,728000
50,2,1,17,5,6,1966,1,1,0,0,0,0,484,526066
88,2,1,5,4,6,1940,1,0,0,0,1,1,748,1261055
25,3,2,14,1,3,1931,0,0,0,0,0,0,94,239738
112,3,2,15,4,6,1917,1,0,0,1,1,0,328,1445103
54,3,2,12,6,7,2000,0,1,0,1,1,0,214,640399
75,4,3,13,2,3,2013,0,0,1,0,0,1,790,901898
92,4,3,18,5,7,1943,0,0,1,0,1,0,489,993574
38,5,4,14,4,7,1998,0,0,0,0,1,1,321,447280
61,2,1,19,2,4,1921,1,0,1,0,0,0,593,562367
54,2,1,7,6,9,1952,0,0,0,0,0,0,352,675223
34,3,2,6,4,6,1862,0,0,1,0,0,1,391,490899
104,1,0,5,2,5,1973,0,0,0,0,1,0,155,1310398
51,2,1,4,1,4,1999,1,0,1,0,1,0,233,549916
34,2,1,18,3,5,1856,0,0,0,1,0,0,367,287443
62,2,1,14,5,8,1873,0,0,1,0,1,0,283,649900
30,1,0,16,4,6,1982,1,0,1,0,1,0,258,485556
48,1,0,20,5,8,1899,0,0,0,0,1,0,252,309068
71,3,2,14,5,6,1875,1,0,0,1,1,0,310,699490
29,3,2,5,3,4,1987,1,0,0,0,1,0,551,376260
85,4,3,11,3,4,1860,0,0,0,1,1,0,481,914382
64,3,2,12,7,9,1889,0,0,1,0,1,0,661,569455
92,1,0,18,7,10,1951,0,0,0,1,1,0,237,931532
92,2,1,4,3,4,1860,0,1,0,0,1,0,161,1198703
47,1,0,13,4,6,1961,1,0,0,0,1,0,679,436134
48,4,3,20,2,4,1943,0,0,0,1,1,1,392,495690
78,4,3,13,1,4,1853,1,0,1,0,0,0,257,641451
36,2,1,4,5,7,1851,0,0,0,0,1,0,455,274770
36,2,1,7,3,5,2016,1,0,0,0,0,0,262,556151
44,6,5,2,1,4,2000,0,0,0,1,1,0,549,435668
31,3,2,18,5,6,1894,0,0,1,0,1,0,655,271100
33,4,3,6,6,9,1923,0,0,0,0,1,0,133,357594
34,2,1,16,7,8,2019,0,0,1,1,1,1,161,640009
52,2,1,3,4,5,1952,0,0,1,1,1,0,285,590327
50,4,3,15,3,4,1891,0,0,0,1,1,1,256,743290
100,3,2,20,1,3,1878,0,0,1,0,0,0,182,859906
52,3,2,10,5,7,1993,0,0,0,0,0,1,265,549937
58,3,2,9,7,8,1949,0,0,1,0,0,0,725,676568
146,3,2,11,6,8,1981,1,0,0,1,1,0,153,2018195
23,4,3,14,5,8,1949,1,0,0,0,1,0,155,274433
68,2,1,12,0,3,1865,1,0,0,0,0,0,161,813128
54,2,1,7,3,4,2018,1,0,0,0,0,1,512,803276
71,4,3,11,3,4,1855,1,1,0,0,1,0,335,961214
46,2,1,17,6,7,1891,0,0,1,0,0,0,433,437132
52,3,2,9,0,3,1977,0,0,1,1,1,0,120,665851
115,4,3,13,3,6,2005,0,0,1,0,1,1,212,1412462
78,6,5,16,1,3,1949,0,0,0,1,0,0,237,1025817
53,2,1,3,4,7,2000,0,0,0,0,1,0,637,518258
41,2,1,5,5,8,1925,0,0,1,0,1,1,135,636649
35,4,3,17,4,7,1891,0,0,1,0,1,1,451,439286
47,4,3,1,5,7,1944,0,0,0,0,1,0,326,533871
56,4,3,9,4,6,1861,1,0,1,0,1,1,555,700068
145,3,2,17,1,3,1973,0,0,0,1,0,1,177,1861367
65,2,1,13,2,5,1913,0,0,0,0,1,0,247,631315
43,3,2,15,7,10,1878,0,0,1,1,1,1,939,537706
23,4,3,8,2,3,1868,0,0,1,1,0,0,391,320052
40,5,4,8,0,3,1946,0,0,0,0,0,1,356,584730
47,1,0,2,2,5,1894,0,0,0,1,1,1,402,549037
69,2,1,10,2,4,1903,0,0,0,1,1,0,299,677756
48,3,2,5,3,6,1959,0,0,1,1,1,0,142,695568
149,6,5,16,4,5,1929,0,0,0,0,1,1,144,2591031
54,3,2,19,7,10,1862,0,1,1,1,1,0,301,545839
102,2,1,1,5,6,1989,0,0,0,0,0,0,398,1000475
28,1,0,13,0,3,1962,1,0,0,1,0,1,183,321325
59,3,2,4,5,8,1920,0,0,0,0,0,0,306,522828
41,1,0,7,6,7,1863,0,0,1,1,0,0,446,476017
103,4,3,1,6,9,1891,0,0,0,0,1,0,381,1092167
49,4,3,2,3,5,1948,0,0,0,1,1,0,605,454331
117,3,2,16,2,5,1925,1,0,0,1,1,0,75,1668622
84,2,1,14,6,7,1953,0,1,0,0,1,0,166,850110
46,5,4,5,5,6,1970,0,0,0,0,1,0,145,585836
35,2,1,14,3,6,2001,0,0,0,0,1,0,104,428344
42,2,1,17,1,4,1914,1,0,0,0,1,1,180,575468
52,5,4,12,4,5,1994,1,0,0,0,0,0,223,616843
84,4,3,20,0,3,1887,1,0,0,0,1,0,147,688430
60,4,3,12,1,4,1877,0,1,1,0,1,0,438,681311
92,2,1,3,2,4,1882,1,0,0,1,1,0,104,895191
122,1,0,2,2,3,2001,0,0,1,0,1,0,156,1730530
62,1,0,15,3,5,1960,1,0,0,1,1,1,210,889828
37,2,1,11,2,4,1975,1,0,1,1,0,0,108,449506
73,4,3,10,0,3,1977,1,0,0,1,0,1,429,928728
159,2,1,18,1,3,1919,0,0,0,1,0,1,58,1505819
95,4,3,2,1,3,1934,1,0,0,1,0,0,441,1057029
70,2,1,7,3,6,1981,0,0,0,0,1,0,312,865059
39,2,1,7,1,4,2010,0,0,0,1,1,0,444,552467
55,6,5,7,2,5,1968,1,0,0,1,1,0,139,821828
29,2,1,14,3,4,1859,0,0,1,0,1,0,230,325042
34,2,1,2,1,3,1885,0,0,0,0,0,0,150,388016
74,2,1,2,1,4,1922,0,0,0,0,1,0,252,692581
27,1,0,15,6,8,2008,0,0,1,1,0,0,132,341685
51,3,2,11,3,4,1981,0,0,0,1,1,0,328,679420
33,2,1,10,6,9,1971,0,1,0,1,1,0,563,324496
35,3,2,3,3,4,1985,1,0,1,1,1,1,347,537101
62,4,3,17,6,8,1876,0,0,1,0,0,0,148,710471
42,3,2,9,2,4,2013,0,0,0,0,1,0,391,570301
30,1,0,15,4,5,1986,1,0,0,0,1,0,238,431590
46,3,2,14,3,5,2020,0,0,0,0,1,1,223,603293
30,1,0,19,6,8,2001,0,1,0,1,0,0,285,264609
113,3,2,17,3,5,2014,0,0,1,1,0,0,1014,1266153
87,3,2,20,6,8,1890,0,1,1,1,1,0,250,747445
86,2,1,17,4,5,1953,1,1,0,1,1,0,881,1027039
40,4,3,16,5,6,1875,0,1,0,0,1,0,387,605401
75,5,4,20,6,8,1981,0,0,0,0,0,0,274,543022
67,4,3,8,7,9,1965,0,0,1,0,1,0,729,1049956
41,2,1,7,5,6,1978,0,0,1,0,1,1,580,640179
58,3,2,12,2,5,1997,1,0,0,0,0,0,697,663724
28,5,4,1,2,5,2022,0,0,0,0,1,0,75,337677
36,2,1,12,2,4,1941,0,0,0,0,1,1,282,509330
57,4,3,6,0,3,1945,1,1,0,0,0,0,527,919758
47,1,0,16,0,3,1901,0,0,0,0,0,0,633,535725
72,1,0,18,4,7,1943,1,0,0,0,1,0,120,775412
42,4,3,19,5,6,1913,0,0,0,0,1,1,425,381631
50,4,3,3,0,3,1870,0,0,1,0,0,0,314,503412
60,4,3,3,4,5,1955,0,0,1,1,1,0,457,726179
40,5,4,5,2,4,1929,1,0,1,1,0,0,622,506182
50,1,0,3,6,8,1925,1,0,0,0,1,0,288,502234
67,2,1,19,1,3,1945,1,1,1,0,0,0,209,783705
130,5,4,5,4,6,1874,0,0,0,1,0,1,418,1815175
40,2,1,14,7,10,1875,0,0,0,0,0,0,708,331450
47,3,2,16,2,5,1949,0,0,0,0,0,0,391,714837
95,3,2,1,5,6,1930,1,1,0,1,1,0,652,1208128
108,1,0,17,6,9,1876,0,1,0,0,1,1,149,1643649
79,2,1,11,1,3,1912,0,0,0,0,0,1,380,868337
106,3,2,9,7,8,1935,0,1,0,0,1,0,383,1266887
39,4,3,4,5,8,1967,0,0,1,0,1,0,383,454163
101,4,3,2,1,3,2022,0,1,1,0,0,1,245,1325804
88,3,2,9,2,3,1887,0,0,0,0,0,1,113,1100763
35,3,2,5,4,6,2012,0,0,0,1,1,0,418,427367
51,2,1,4,6,8,1895,0,1,0,0,1,0,720,414914
24,1,0,5,1,3,1976,1,0,1,0,0,1,742,326761
64,2,1,18,5,8,1920,0,1,0,0,0,0,167,699658
100,1,0,13,2,5,1980,1,0,0,0,1,1,192,1044617
46,2,1,5,5,6,1983,1,0,0,0,1,0,540,483569
37,2,1,19,4,5,1862,0,0,0,0,1,0,191,323670
35,2,1,3,3,6,2023,0,0,1,1,1,0,341,470209
59,1,0,18,4,6,1939,0,1,0,0,1,0,192,642453
79,3,2,6,6,7,1961,0,0,1,0,1,1,322,1333153
132,3,2,6,2,4,1882,0,0,0,0,1,0,277,1908380
23,1,0,5,5,7,1911,0,0,0,1,0,0,566,211140
123,5,4,1,1,3,1912,0,0,1,0,0,1,300,1822323
66,1,0,8,5,6,1905,0,0,1,1,1,1,207,1353549
97,4,3,1,5,8,1888,0,0,1,0,1,0,277,1075536
86,1,0,6,3,5,1909,1,0,0,1,1,0,464,1490338
61,5,4,20,5,7,1954,0,0,1,0,1,0,274,561320
60,1,0,14,4,7,1976,0,1,0,0,1,0,158,671263
73,4,3,11,7,10,1932,0,0,1,1,1,0,87,825163
52,2,1,2,1,3,2001,0,0,0,0,1,0,389,526523
55,4,3,4,1,3,1954,0,1,0,0,0,0,142,724329
81,2,1,13,6,7,2010,0,0,0,0,1,0,289,842877
40,1,0,7,6,7,1923,0,0,0,0,1,0,74,672719
102,4,3,6,3,6,1984,0,0,0,0,1,0,270,1325157
98,1,0,3,7,9,2023,0,0,0,0,1,0,254,1200732
47,5,4,9,4,7,1971,0,0,1,1,1,0,177,664946
81,1,0,14,7,10,1911,1,0,1,0,1,0,182,1144811
76,3,2,20,3,4,1850,0,0,0,1,1,0,484,632978
45,4,3,11,1,4,1928,0,0,0,1,1,0,721,422896
84,2,1,5,3,4,1967,1,0,0,1,1,0,372,1212281
128,2,1,14,7,8,1914,0,0,1,0,1,1,279,1555914
104,4,3,19,2,5,2022,1,0,0,0,1,0,511,831791
30,4,3,8,7,8,1915,0,0,0,0,1,0,667,408621
77,5,4,7,5,7,1916,1,0,1,1,1,1,173,1349163
95,2,1,7,3,5,1949,0,0,0,1,1,0,420,1482957
43,3,2,3,3,4,1903,0,0,0,0,1,0,95,512585
102,2,1,3,4,6,1970,0,0,1,0,1,0,314,1099240
41,2,1,18,4,7,1949,0,0,1,0,1,0,343,428917
52,4,3,13,0,3,1952,1,0,0,0,0,0,386,488696
42,2,1,1,7,9,2014,0,0,0,0,1,0,112,505190
39,2,1,5,4,5,1957,1,0,0,0,1,0,211,509110
73,2,1,4,7,10,1861,0,0,1,1,1,0,880,639487
31,4,3,16,4,5,1997,0,0,0,0,1,0,132,451945
54,5,4,15,3,5,1936,1,0,0,0,1,0,550,669981
73,3,2,18,4,7,1935,1,1,0,1,1,0,74,897579
42,3,2,17,6,9,1881,0,0,0,0,1,1,364,464417
112,4,3,14,2,5,1920,1,0,1,1,0,1,555,1419469
56,3,2,14,7,10,1893,1,0,1,0,1,0,139,579234
139,1,0,19,3,6,1915,1,0,1,0,1,1,348,1482069
30,1,0,6,7,10,1927,1,0,0,0,1,0,354,428217
74,1,0,13,6,9,1904,1,0,1,0,1,0,292,749575
67,3,2,18,5,7,1865,0,0,0,0,0,0,397,524956
49,4,3,15,3,4,1937,1,0,0,1,1,0,559,628985
61,2,1,7,4,5,1920,0,0,0,1,1,0,180,1034294
80,2,1,19,6,7,1917,0,0,1,0,1,0,270,674537
89,5,4,17,3,6,1973,0,0,0,1,1,1,125,1081017
57,4,3,9,5,6,2014,1,0,0,1,1,0,471,808756
75,3,2,11,5,6,2023,0,0,0,0,1,0,284,856391
40,2,1,5,3,4,2018,1,0,0,1,1,0,208,581389
89,1,0,2,3,6,1982,0,0,1,0,1,0,377,1134946
124,1,0,15,1,4,1854,0,0,0,1,1,0,112,1569437
93,1,0,12,1,3,1974,0,1,0,1,0,0,338,1208759
42,2,1,10,6,8,1980,0,0,1,1,1,1,217,631240
37,3,2,10,6,8,1985,1,0,0,0,1,0,283,410547
190,1,0,20,0,3,2003,0,0,0,0,0,0,222,1596407
120,1,0,11,6,7,1923,1,0,0,1,0,0,337,1229806
89,2,1,10,0,3,1974,0,0,0,1,0,0,423,870559
129,3,2,7,3,4,1947,1,0,0,1,1,0,389,2360003
60,3,2,14,0,3,1972,1,0,0,1,1,0,539,633163
88,3,2,13,7,10,1949,0,0,0,1,1,0,266,749980
111,2,1,5,7,10,1902,0,0,1,1,1,1,216,1617164
52,2,1,19,4,6,1925,0,0,1,1,1,1,239,616160
77,1,0,10,2,3,1977,0,0,1,0,0,0,657,766677
105,2,1,8,3,6,2006,0,0,0,1,0,1,137,2255707
36,5,4,18,5,6,1863,1,0,0,0,1,0,222,300295
50,6,5,1,1,4,1854,1,0,0,1,0,0,140,543671
103,3,2,5,3,5,1961,0,0,0,1,1,0,142,1433721
68,5,4,11,5,6,1876,1,0,0,0,1,0,535,687104
63,3,2,20,2,4,1974,0,0,0,1,1,1,195,669392
59,1,0,11,0,3,1878,0,0,0,1,1,0,297,508142
109,6,5,16,3,6,1852,0,1,1,0,0,1,142,2190867
38,1,0,10,5,8,2007,0,0,0,1,1,1,135,540936
48,3,2,15,7,10,1986,0,0,1,0,1,0,429,617118
31,2,1,7,0,3,1850,0,0,0,0,0,0,753,393400
52,2,1,15,3,6,1872,1,0,1,1,0,0,172,636542
66,3,2,16,3,4,1916,1,0,0,1,1,0,278,1210158
26,2,1,6,1,3,2009,0,0,0,0,0,0,247,362909
40,2,1,11,4,7,1855,0,0,0,1,0,0,249,373476
68,2,1,17,1,3,1898,0,0,1,0,0,1,130,851295
77,2,1,15,2,3,1992,0,0,0,0,0,1,112,1107385
145,5,4,16,5,6,1879,1,0,0,0,1,0,335,2206721
83,4,3,2,3,6,1889,0,0,0,0,0,0,175,830721
56,3,2,4,7,8,1912,0,0,0,1,1,0,92,741517
65,2,1,19,2,4,1897,0,0,0,1,1,1,358,720340
66,4,3,6,3,5,1973,1,0,0,1,1,0,193,1075435
48,2,1,18,2,4,1917,0,0,1,0,1,1,316,555927
69,2,1,11,1,3,1984,1,1,0,0,0,1,181,1067479
47,2,1,9,7,9,1892,0,0,1,0,1,0,337,546303
71,5,4,3,5,6,1993,1,0,0,1,0,1,410,968675
59,1,0,2,2,5,1871,0,0,0,0,1,0,505,493598
54,1,0,18,5,7,1912,1,1,0,0,1,0,858,532112
55,3,2,15,7,10,2023,0,1,1,1,1,0,168,882958
90,2,1,18,0,3,2022,0,0,0,0,0,0,261,832555
86,3,2,19,2,3,1890,0,0,1,1,0,0,232,731618
53,3,2,15,1,4,2002,0,0,0,0,1,1,102,731867
88,2,1,17,6,8,1899,1,1,0,0,1,0,342,1033788
59,1,0,18,1,4,1916,1,0,0,0,1,0,296,633592
59,1,0,18,2,3,1935,1,0,1,1,1,1,213,775753
48,4,3,11,3,6,2008,0,1,0,1,1,1,215,675934
137,5,4,18,4,7,1886,0,0,0,0,1,0,331,997501
129,2,1,3,5,8,1999,1,0,0,1,1,0,286,1538891
43,1,0,13,3,5,1876,1,0,0,0,1,0,220,377418
51,1,0,14,3,5,1969,0,0,1,0,0,0,549,510692
74,3,2,4,7,10,1979,1,0,0,0,0,0,737,811486
81,4,3,18,2,5,1871,1,0,0,0,0,0,78,786072
36,2,1,5,1,3,1866,0,0,0,1,0,0,141,414805
39,3,2,14,5,8,1961,0,0,0,0,1,1,244,480977
81,4,3,12,5,6,1974,0,0,0,1,1,1,139,1083995
30,5,4,7,3,4,1905,1,0,0,1,0,1,219,458558
44,1,0,12,1,4,2008,0,0,0,0,1,1,669,558536
